SubscriptionID;CustomerID;ProductID;Pattern;StartDate;EndDate;NbrNewspapers;NbrStart;RenewalDate;PaymentType;PaymentStatus;PaymentDate;FormulaID;GrossFormulaPrice;NetFormulaPrice;NetNewspaperPrice;ProductDiscount;FormulaDiscount;TotalDiscount;TotalPrice;TotalCredit
457239;410217;6;1111110;24/12/2007;31/03/2008;82;25;03/03/2008;BT;Paid;08/01/2008;2997;79.84;74;0.902439;0;5.84;5.84;74;0
457240;410217;6;1111110;17/10/2007;14/12/2007;50;25;20/12/2007;BT;Paid;12/10/2007;3142;44.73684;28;0.56;0;16.73684;16.73684;28;0
457501;468405;6;1111110;18/06/2008;18/06/2009;304;10;19/05/2009;BT;Paid;05/06/2008;896;249;249;0.815789;0;0;0;248;-1
457502;468405;6;1111110;18/05/2007;17/06/2008;331;25;19/05/2008;BT;Paid;07/05/2007;2188;235;235;0.70997;0;0;0;235;0
457503;468405;6;1111110;15/02/2007;16/05/2007;76;25;;BT;Paid;09/02/2007;2188;235;235;0.631579;0;0;0;48;0
457726;515045;7;1111110;26/01/2008;28/01/2009;304;25;30/12/2008;BT;Paid;16/01/2008;896;249;249;0.819079;0;0;0;249;0
457727;515045;7;1111110;26/01/2007;25/01/2008;304;25;26/12/2007;BT;Paid;10/01/2007;895;235;235;0.773026;0;0;0;235;0
457728;515045;7;1111110;25/01/2006;25/01/2007;304;25;;BT;Paid;20/01/2006;895;235;235;0.605263;0;0;0;184;0
458645;668567;2;1111110;26/10/2008;27/10/2009;304;10;28/09/2009;BT;Paid;08/10/2008;896;249;249;0.819079;0;0;0;249;0
458646;668567;2;1111110;29/09/2007;25/10/2008;329;25;25/09/2008;BT;Paid;20/09/2007;2188;235;235;0.714286;0;0;0;235;0
458647;668567;4;1111110;02/01/2007;28/09/2007;226;25;;BT;Paid;02/01/2007;2178;127;127;0;0;0;0;0;-169.5
459183;704808;7;1111110;11/06/2008;11/06/2009;304;10;12/05/2009;BT;Paid;11/06/2008;896;249;249;0.815132;0;0;0;247.8;-1.2
459184;704808;7;1111110;11/05/2007;10/06/2008;330;25;12/05/2008;BT;Paid;04/05/2007;2188;235;235;0.712121;0;0;0;235;0
459185;704808;7;1111110;09/02/2007;10/05/2007;76;25;;BT;Paid;06/02/2007;2188;235;235;0.631579;0;0;0;48;0
459908;775138;4;1111110;20/02/2008;21/05/2008;76;10;21/04/2008;BT;Paid;29/01/2008;919;74;74;0.973684;0;0;0;74;0
459909;775138;4;1111110;20/11/2007;19/02/2008;77;25;21/01/2008;BT;Paid;15/11/2007;918;68;68;0.883117;0;0;0;68;0
459910;775138;4;1111110;20/08/2007;19/11/2007;78;25;;BT;Paid;30/07/2007;918;68;68;0.871795;0;0;0;68;0
459911;775138;4;1111110;11/05/2007;18/08/2007;82;25;;BT;Paid;23/05/2007;918;68;68;0.829268;0;0;0;68;0
459912;775138;4;1111110;09/02/2007;10/05/2007;76;25;;BT;Paid;06/02/2007;918;68;68;0.631579;0;0;0;48;0
460890;872250;3;1111110;16/07/2008;18/08/2009;304;10;;BT;Paid;02/07/2008;896;249;249;0.66898;0;0;0;203.37;-45.63
460891;872250;3;1111110;01/06/2007;15/07/2008;329;25;16/06/2008;BT;Paid;13/06/2007;2188;235;235;0.689818;0;0;0;226.95;-8.05
460892;872250;4;1111110;19/03/2007;31/05/2007;75;25;;BT;Paid;09/03/2007;908;68;68;0.906667;0;0;0;68;0
460928;875114;6;1111110;11/10/2008;12/10/2009;304;10;14/09/2009;BT;Paid;09/10/2008;896;249;249;0.819079;0;0;0;249;0
460929;875114;6;1111110;14/09/2007;10/10/2008;329;25;10/09/2008;BT;Paid;06/09/2007;2188;235;235;0.711246;0;0;0;234;-1
460930;875114;6;1111110;14/06/2007;13/09/2007;77;25;;BT;Paid;04/06/2007;918;68;68;0.883117;0;0;0;68;0
460931;875114;6;1111110;14/03/2007;13/06/2007;75;25;;BT;Paid;07/03/2007;918;68;68;0.906667;0;0;0;68;0
460932;875114;6;1111110;14/12/2006;13/03/2007;75;25;;BT;Paid;07/12/2006;918;68;68;0.906667;0;0;0;68;0
461563;917479;6;1111110;06/10/2007;31/07/2008;329;25;;BT;Paid;26/09/2007;2188;235;235;0.714286;0;0;0;235;0
461564;917479;6;1111110;06/07/2007;05/10/2007;77;25;;BT;Paid;04/07/2007;918;68;68;0.883117;0;0;0;68;0
461565;917479;6;1111110;06/04/2007;05/07/2007;74;25;;BT;Paid;29/03/2007;918;68;68;0.918919;0;0;0;68;0
461566;917479;6;1111110;06/01/2007;05/04/2007;77;25;;BT;Paid;15/12/2006;918;68;68;0.883117;0;0;0;68;0
461567;917479;6;1111110;06/10/2006;05/01/2007;75;15;;BT;Paid;19/09/2006;917;65;65;0.866667;0;0;0;65;0
461607;919315;5;1111110;21/09/2008;22/09/2009;304;10;24/08/2009;BT;Paid;03/09/2008;896;249;249;0.819079;0;0;0;249;0
461608;919315;5;1111110;25/08/2007;20/09/2008;329;25;21/08/2008;BT;Paid;16/08/2007;2188;235;235;0.714286;0;0;0;235;0
461609;919315;5;1111110;25/05/2007;24/08/2007;76;25;;BT;Paid;22/05/2007;918;68;68;0.894737;0;0;0;68;0
461610;919315;5;1111110;22/02/2007;24/05/2007;76;25;;BT;Paid;28/02/2007;2174;68;68;0.631579;0;0;0;48;0
461611;919315;5;1111110;23/12/2006;21/02/2007;50;15;;BT;Paid;21/12/2006;2106;44.73684;26;0.52;0;18.73684;18.73684;26;0
462227;944341;2;1111110;29/05/2008;28/05/2009;304;10;28/04/2009;BT;Paid;16/05/2008;896;249;249;0.819079;0;0;0;249;0
462228;944341;4;1111110;28/04/2007;28/05/2008;329;25;28/04/2008;BT;Paid;20/04/2007;2188;235;235;0.714286;0;0;0;235;0
462229;944341;4;1111110;29/01/2007;27/04/2007;76;25;;BT;Paid;10/01/2007;918;68;68;0.894737;0;0;0;68;0
462230;944341;4;1111110;28/10/2006;27/01/2007;76;15;;BT;Paid;17/10/2006;917;65;65;0.855263;0;0;0;65;0
462362;947385;6;1111110;31/01/2008;30/07/2008;152;25;30/06/2008;BT;Paid;14/01/2008;904;138;138;0.907895;0;0;0;138;0
462363;947385;6;1111110;31/07/2007;30/01/2008;154;25;31/12/2007;BT;Paid;09/07/2007;903;127;127;0.824675;0;0;0;127;0
462364;947385;6;1111110;30/01/2007;30/07/2007;151;25;;BT;Paid;08/01/2007;903;127;127;0.84106;0;0;0;127;0
462365;947385;6;1111110;30/06/2006;29/01/2007;177;25;;BT;Paid;20/06/2006;903;127;127;0.694915;0;0;0;123;0
462848;963283;7;1111110;13/03/2008;12/03/2009;304;10;10/02/2009;BT;Paid;20/02/2008;896;249;249;0.815789;0;0;0;248;-1
462849;963283;7;1111110;13/02/2007;12/03/2008;329;25;11/02/2008;BT;Paid;08/02/2007;2188;235;235;0.714286;0;0;0;235;0
462850;963283;7;1111110;14/11/2006;12/02/2007;76;15;;BT;Paid;08/11/2006;2541;65;65;0.605263;0;0;0;46;0
463040;967060;1;1111110;03/05/2008;02/05/2009;304;10;02/04/2009;BT;Paid;14/05/2008;896;249;249;0.819079;0;0;0;249;0
463041;967060;4;1111110;03/04/2007;02/05/2008;329;25;02/04/2008;BT;Paid;22/03/2007;2188;235;235;0.714286;0;0;0;235;0
463042;967060;4;1111110;03/01/2007;02/04/2007;77;25;;BT;Paid;08/12/2006;918;68;68;0.883117;0;0;0;68;0
463043;967060;4;1111110;02/10/2006;02/01/2007;77;15;;BT;Paid;04/10/2006;2730;65;46;0.597403;0;19;19;46;0
463493;973202;6;1111110;22/05/2008;20/05/2009;304;10;20/04/2009;BT;Paid;13/05/2008;896;249;249;0.815789;0;0;0;248;-1
463494;973202;6;1111110;21/04/2007;21/05/2008;329;25;21/04/2008;BT;Paid;13/04/2007;2188;235;235;0.714286;0;0;0;235;0
463495;973202;6;1111110;22/01/2007;20/04/2007;76;25;;BT;Paid;25/01/2007;2542;68;68;0.631579;0;0;0;48;0
463496;973202;6;1111110;08/11/2006;08/01/2007;50;15;;BT;Paid;03/11/2006;1938;44.73684;26;0.5;0;18.73684;18.73684;25;0
463733;975295;6;1111110;20/01/2008;18/04/2008;76;25;19/03/2008;BT;Paid;18/01/2008;919;74;74;0.973684;0;0;0;74;0
463734;975295;6;1111110;20/10/2007;19/01/2008;76;25;20/12/2007;BT;Paid;04/10/2007;918;68;68;0.894737;0;0;0;68;0
463735;975295;6;1111110;20/07/2007;19/10/2007;77;25;;BT;Paid;13/07/2007;918;68;68;0.883117;0;0;0;68;0
463736;975295;6;1111110;20/04/2007;19/07/2007;75;25;;BT;Paid;27/04/2007;918;68;68;0.906667;0;0;0;68;0
463737;975295;6;1111110;20/01/2007;19/04/2007;76;25;;BT;Paid;12/01/2007;2174;68;68;0.631579;0;0;0;48;0
463738;975295;6;1111110;21/11/2006;19/01/2007;50;25;;BT;Paid;16/11/2006;918;68;68;0.5;0;0;0;25;0
464901;992812;2;1111110;25/12/2008;13/01/2010;304;10;14/12/2009;BT;Paid;23/12/2008;896;249;249;0.819079;0;0;0;249;0
464902;992812;2;1111110;27/10/2007;24/12/2008;329;25;24/11/2008;BT;Paid;30/10/2007;3018;235;235;0.714286;0;0;0;235;0
464903;992812;4;1111110;04/04/2007;16/06/2007;60;25;;BT;Paid;05/04/2007;918;68;68;0.833333;0;0;0;50;0
464973;993957;2;1111110;25/11/2008;30/12/2009;304;10;23/11/2009;BT;Paid;04/11/2008;896;249;249;0.770757;0;0;0;234.31;-14.69
464974;993957;2;1111110;15/09/2007;24/11/2008;329;25;27/10/2008;BT;Paid;18/09/2007;2188;235;235;0.703404;0;0;0;231.42;-3.58
464975;993957;4;1111110;13/06/2007;14/09/2007;76;25;;BT;Paid;21/06/2007;2174;68;68;0.631579;0;0;0;48;0
464976;993957;4;1111110;16/04/2007;12/06/2007;50;25;;BT;Paid;23/04/2007;908;68;68;0.52;0;0;0;26;0
465055;995137;7;1111110;29/07/2008;29/07/2009;304;10;29/06/2009;BT;Paid;14/07/2008;896;249;249;0.819079;0;0;0;249;0
465056;995137;7;1111110;29/06/2007;28/07/2008;330;25;30/06/2008;BT;Paid;21/06/2007;2188;235;235;0.712121;0;0;0;235;0
465057;995137;7;1111110;28/04/2007;28/06/2007;50;15;;BT;Paid;08/05/2007;2061;44.73684;26;0.52;0;18.73684;18.73684;26;0
465134;996186;7;1111110;10/08/2008;11/08/2009;304;10;13/07/2009;BT;Paid;29/07/2008;896;249;249;0.815789;0;0;0;248;-1
465135;996186;7;1111110;10/07/2007;09/08/2008;332;25;10/07/2008;BT;Paid;28/06/2007;2188;235;235;0.707831;0;0;0;235;0
465136;996186;7;1111110;10/05/2007;09/07/2007;50;15;;BT;Paid;04/05/2007;2002;44.73684;26;0.52;0;18.73684;18.73684;26;0
465596;48296;2;1111110;20/11/2007;18/11/2008;304;25;20/10/2008;BT;Paid;26/11/2007;2056;235;235;0.773026;0;0;0;235;0
465599;48296;2;1111110;19/11/2008;18/11/2009;304;10;19/10/2009;BT;Paid;18/11/2008;2057;249;249;0.819079;0;0;0;249;0
465658;448750;4;1111110;22/11/2007;20/02/2008;76;25;21/01/2008;BT;Paid;20/11/2007;908;68;68;0.894737;0;0;0;68;0
465659;448750;4;1111110;21/02/2008;22/05/2008;76;10;22/04/2008;BT;Paid;27/02/2008;909;74;74;0.973684;0;0;0;74;0
465976;493667;8;1111110;18/12/2008;17/12/2009;304;10;17/11/2009;BT;Paid;01/12/2008;875;249;249;0.819079;0;0;0;249;0
466039;849572;8;1111110;19/03/2008;18/06/2008;76;10;19/05/2008;BT;Paid;27/03/2008;865;74;74;0.973684;0;0;0;74;0
466103;965578;8;1111110;18/12/2008;17/12/2009;304;10;17/11/2009;BT;Paid;01/12/2008;875;249;249;0.819079;0;0;0;249;0
466179;87904;8;1111110;18/03/2008;17/06/2008;76;10;19/05/2008;BT;Paid;17/03/2008;150;74;74;0.973684;0;0;0;74;0
466302;49090;6;1111110;22/11/2007;21/01/2008;50;25;03/01/2008;BT;Paid;30/11/2007;3190;44.73684;28;0.56;0;16.73684;16.73684;28;0
466303;49090;6;1111110;22/01/2008;19/04/2008;76;25;;BT;Not Paid;;3198;;;;;;;;
466354;755565;2;1111110;11/12/2007;09/01/2009;329;10;10/12/2008;BT;Paid;10/12/2007;2183;254.325658;235;0.714286;0;19.325658;19.325658;235;0
466511;27613;8;1111110;21/03/2008;26/03/2008;76;10;;BT;Not Paid;;865;74;74;0.973684;0;0;0;0;0
466527;292740;8;1111110;20/12/2008;19/12/2009;304;10;19/11/2009;BT;Paid;02/12/2008;875;249;249;0.819079;0;0;0;249;0
466545;387241;8;1111110;21/06/2008;19/12/2008;152;10;19/11/2008;BT;Paid;20/06/2008;870;138;138;0.907895;0;0;0;138;0
466555;497381;8;1111110;21/03/2008;20/06/2008;76;10;21/05/2008;BT;Paid;21/03/2008;865;74;74;0.973684;0;0;0;74;0
466732;980062;4;1111110;22/11/2007;20/02/2008;76;25;14/02/2008;BT;Paid;20/11/2007;2537;68;68;0.894737;0;0;0;68;0
466733;980062;4;1111110;21/02/2008;22/05/2008;76;10;;BT;Not Paid;;2538;;;;;;;;
468259;755387;8;1111110;22/03/2008;21/06/2008;76;10;22/05/2008;BT;Paid;18/03/2008;865;74;74;0.973684;0;0;0;74;0
468293;121043;8;1111110;08/03/2008;09/06/2008;76;10;22/05/2008;DD;Paid;27/02/2008;865;74;74;0.973684;0;0;0;74;0
468331;195095;8;1111110;22/06/2008;20/12/2008;152;10;20/11/2008;BT;Paid;18/06/2008;870;138;138;0.907895;0;0;0;138;0
468333;196035;8;1111110;22/03/2008;21/06/2008;76;10;22/05/2008;BT;Paid;26/03/2008;865;74;74;0.973684;0;0;0;74;0
468348;238763;8;1111110;22/03/2008;21/06/2008;76;10;22/05/2008;BT;Paid;05/03/2008;865;74;74;0.973684;0;0;0;74;0
468364;292007;8;1111110;22/03/2008;21/06/2008;76;10;22/05/2008;BT;Paid;20/03/2008;865;74;74;0.973684;0;0;0;74;0
468579;49396;6;1111110;24/11/2007;21/03/2008;100;25;;BT;Paid;22/11/2007;3273;89.473684;68;0.68;0;21.473684;21.473684;68;0
468634;11930;8;1111110;26/11/2007;24/11/2008;304;25;27/10/2008;BT;Paid;05/12/2007;121;235;235;0.773026;0;0;0;235;0
468635;11930;8;1111110;25/11/2008;27/11/2008;304;10;26/11/2008;BT;Not Paid;;122;249;249;0.819079;0;0;0;0;0
468860;655981;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
468987;671127;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
469067;671995;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
469098;676836;4;1111110;01/03/2008;31/05/2008;76;10;15/05/2008;DD;Paid;20/02/2008;919;74;74;0.973684;0;0;0;74;0
469146;672905;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
469218;686014;5;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
469251;659050;5;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
469333;663946;6;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
469702;978465;2;1111110;17/12/2008;16/12/2009;304;10;16/11/2009;BT;Paid;29/12/2008;896;249;249;0.819079;0;0;0;249;0
469712;686073;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
469732;686509;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
470068;671830;7;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
470141;655449;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
470268;670663;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
470497;649119;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
470542;653911;4;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
470980;672274;7;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
470986;674586;7;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
471203;708778;6;1111110;01/03/2008;31/05/2008;76;10;15/05/2008;DD;Paid;20/02/2008;919;74;74;0.973684;0;0;0;74;0
471224;775169;6;1111110;21/06/2008;19/12/2008;152;10;19/11/2008;BT;Paid;30/05/2008;904;138;138;0.907895;0;0;0;138;0
471268;269120;6;1111110;17/12/2008;16/12/2009;304;10;16/11/2009;BT;Paid;16/12/2008;896;249;249;0.819079;0;0;0;249;0
471337;658714;6;1111110;01/01/2008;30/01/2008;25;25;14/01/2008;DD;Paid;19/12/2007;924;26;26;1.04;0;0;0;26;0
471427;119012;8;1111110;23/03/2008;23/06/2008;76;10;26/05/2008;BT;Paid;03/04/2008;865;74;74;0.973684;0;0;0;74;0
471528;994863;8;1111110;24/06/2008;22/12/2008;152;10;22/11/2008;BT;Paid;12/06/2008;870;138;138;0.907895;0;0;0;138;0
471547;803007;8;1111110;23/11/2007;21/02/2008;76;25;20/02/2008;BT;Paid;29/11/2007;1600;68;59.84;0.787368;0;8.16;8.16;59.84;0
471548;803007;8;1111110;22/02/2008;29/02/2008;76;10;16/10/2008;BT;Not Paid;;1607;74;74;0.973684;0;0;0;0;0
471757;117560;8;1111110;27/11/2007;03/12/2007;329;10;;BT;Not Paid;;1743;254.33;235;0.714286;0;19.33;19.33;0;0
471949;245508;8;1111110;27/03/2008;25/06/2008;76;10;26/05/2008;BT;Paid;19/03/2008;865;74;74;0.973684;0;0;0;74;0
472089;757126;8;1111110;25/12/2008;24/12/2009;304;10;21/11/2009;BT;Paid;24/12/2008;876;259;259;0.851974;0;0;0;259;0
472314;232015;8;1111110;28/12/2008;28/12/2009;304;10;21/11/2009;BT;Paid;31/12/2008;876;259;259;0.851974;0;0;0;259;0
472320;984244;4;1111110;27/03/2008;25/06/2008;76;10;26/05/2008;BT;Paid;05/03/2008;919;74;74;0.973684;0;0;0;74;0
472359;502433;3;1111110;24/12/2008;23/12/2009;304;10;23/11/2009;BT;Paid;29/12/2008;896;249;249;0.819079;0;0;0;249;0
472412;873818;2;1111110;25/12/2008;24/12/2009;304;10;23/11/2009;BT;Paid;17/12/2008;896;249;249;0.819079;0;0;0;249;0
472526;775096;6;1111110;26/03/2008;24/06/2008;76;10;26/05/2008;BT;Paid;17/03/2008;919;74;74;0.973684;0;0;0;74;0
472877;35206;2;1111110;01/12/2007;30/12/2008;329;25;24/11/2008;BT;Paid;01/12/2007;3253;254.325658;235;0.714286;0;19.325658;19.325658;0;-235.0001
472878;35206;2;1111110;31/12/2008;30/12/2009;304;10;23/11/2009;BT;Paid;22/12/2008;3259;249;249;0.819079;0;0;0;249;0
472954;34360;4;1111110;02/03/2008;03/06/2008;76;10;05/05/2008;BT;Paid;04/03/2008;919;74;74;0.973684;0;0;0;74;0
472992;875472;8;1111110;28/03/2008;08/04/2008;76;10;;BT;Not Paid;;865;74;74;0.973684;0;0;0;0;0
473102;145934;8;1111110;27/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;15/01/2009;876;259;259;0.851974;0;0;0;259;0
473182;760219;8;1111110;27/12/2008;26/12/2009;304;10;21/11/2009;BT;Paid;19/12/2008;876;259;259;0.851974;0;0;0;259;0
473747;982275;4;1111110;01/12/2007;29/02/2008;76;25;30/01/2008;BT;Paid;10/12/2007;908;68;68;0.894737;0;0;0;68;0
473748;982275;4;1111110;01/03/2008;31/05/2008;76;10;01/05/2008;BT;Paid;19/02/2008;909;74;74;0.973684;0;0;0;74;0
474023;46163;8;1111110;30/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;18/12/2008;2165;259;259;0.851974;0;0;0;231;-28
474094;478242;8;0000010;30/03/2008;28/06/2008;13;4;29/05/2008;BT;Paid;12/03/2008;1534;14.3;14.3;1.1;0;0;0;14.3;0
474199;271705;2;0000010;31/12/2007;07/02/2009;52;4;08/01/2009;BT;Paid;31/12/2007;1934;57.2;57.2;0;57.2;0;57.2;0;0
474238;298338;6;1111110;30/12/2008;29/12/2009;304;10;23/11/2009;BT;Paid;16/12/2008;896;249;249;0.819079;0;0;0;249;0
474510;978729;1;1111110;13/12/2008;12/12/2009;304;10;17/12/2010;BT;Paid;03/12/2008;896;249;249;0.819079;0;0;0;249;0
474644;117560;8;1111110;01/12/2007;29/11/2008;304;10;;BT;Not Paid;;1626;;;;;;;;
474647;117560;8;1111110;01/12/2007;02/12/2008;304;10;03/11/2008;BT;Paid;12/12/2007;1621;235;206.8;0.680263;0;28.2;28.2;206.8;0
474648;117560;8;1111110;03/12/2008;02/12/2009;304;10;02/11/2009;BT;Paid;08/12/2008;1627;249;249;0.819079;0;0;0;249;0
474717;594963;4;1111110;04/12/2007;03/06/2008;152;25;05/05/2008;BT;Paid;17/12/2007;899;127;127;0.835526;0;0;0;127;0
474718;594963;1;1111110;04/06/2008;02/12/2008;152;10;19/11/2008;BT;Paid;27/05/2008;900;138;138;0.907895;0;0;0;138;0
475011;11301;8;1111110;02/04/2008;01/07/2008;76;10;02/06/2008;BT;Paid;07/04/2008;865;74;74;0.973684;0;0;0;74;0
475522;21802;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;17/12/2008;876;259;259;0.851974;0;0;0;259;0
475533;22083;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;15/12/2008;876;259;259;0.851974;0;0;0;259;0
475851;28271;8;1111110;01/07/2008;05/01/2009;152;10;08/12/2008;BT;Paid;16/07/2008;870;138;138;0.907895;0;0;0;138;0
476052;32244;8;1111110;02/07/2008;31/12/2008;152;10;21/11/2008;BT;Paid;25/06/2008;870;138;138;0.907895;0;0;0;138;0
476096;32954;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;31/12/2008;876;259;259;0;259;0;259;0;0
476098;32999;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;29/12/2008;876;259;259;0.851974;0;0;0;259;0
476279;36045;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;17/12/2008;876;259;259;0.851974;0;0;0;259;0
476304;36552;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;22/12/2008;876;259;259;0.851974;0;0;0;259;0
476580;41845;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;23/12/2008;876;259;259;0.851974;0;0;0;259;0
476834;46701;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;01/04/2008;865;74;74;0.973684;0;0;0;74;0
476864;47128;8;1111110;31/12/2008;31/12/2009;304;10;21/11/2009;BT;Paid;12/12/2008;876;259;259;0.851974;0;0;0;259;0
477300;54653;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;10/12/2008;876;259;259;0.851974;0;0;0;259;0
477356;55870;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;10/12/2008;876;259;259;0.851974;0;0;0;259;0
477391;56394;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;22/12/2008;876;259;259;0.851974;0;0;0;259;0
477554;60076;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;03/12/2008;876;259;259;0.851974;0;0;0;259;0
477758;64887;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;21/03/2008;865;74;74;0.973684;0;0;0;74;0
477810;65825;8;1111110;01/04/2008;17/07/2008;76;10;17/06/2008;BT;Paid;05/05/2008;865;74;74;0.973684;0;0;0;74;0
477839;66062;8;1111110;31/12/2008;29/12/2009;304;10;21/11/2009;BT;Paid;31/12/2008;876;259;259;0;259;0;259;0;0
477848;66121;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;10/12/2008;876;259;259;0.851974;0;0;0;259;0
477875;66373;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;17/03/2008;865;74;74;0.973684;0;0;0;74;0
477947;67962;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;21/03/2008;865;74;74;0.973684;0;0;0;74;0
478361;73887;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;03/04/2008;865;74;74;0.973684;0;0;0;74;0
478381;74250;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;04/12/2008;876;259;259;0.851974;0;0;0;259;0
478422;75070;8;1111110;31/12/2008;29/06/2009;304;10;;BT;Paid;18/12/2008;876;259;259;0.851974;0;0;0;259;0
478474;75988;8;1111110;01/07/2008;05/01/2009;152;10;09/12/2008;BT;Paid;16/07/2008;870;138;138;0.907895;0;0;0;138;0
478484;76018;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;18/12/2008;876;259;259;0.851974;0;0;0;259;0
478504;76089;8;1111110;31/12/2008;04/01/2010;304;10;07/12/2009;BT;Paid;17/12/2008;876;259;259;0.851974;0;0;0;259;0
478624;76460;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;18/03/2008;865;74;74;0.973684;0;0;0;74;0
478631;76481;8;1111110;01/07/2008;30/12/2008;152;10;21/11/2008;BT;Paid;13/06/2008;870;138;138;0.907895;0;0;0;138;0
478652;76534;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;01/04/2008;865;74;74;0.973684;0;0;0;74;0
478700;76755;8;1111110;31/12/2008;30/12/2009;304;10;;BT;Paid;09/12/2008;876;259;259;0.851974;0;0;0;259;0
478739;76917;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;14/03/2008;865;74;74;0.973684;0;0;0;74;0
478759;76969;8;1111110;31/12/2008;06/08/2009;304;10;;BT;Paid;29/01/2009;876;259;259;0.851974;0;0;0;259;0
478793;77081;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;14/03/2008;865;74;74;0.973684;0;0;0;74;0
478868;77318;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;17/12/2008;876;259;259;0.851974;0;0;0;259;0
479283;78610;8;1111110;31/12/2008;30/12/2009;304;10;21/11/2009;BT;Paid;24/12/2008;876;259;259;0.851974;0;0;0;259;0
479296;78633;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;01/04/2008;865;74;74;0.973684;0;0;0;74;0
479329;78719;8;1111110;01/04/2008;30/06/2008;76;10;02/06/2008;BT;Paid;21/03/2008;865;74;74;0.973684;0;0;0;74;0
479330;78722;8;1111110;31/12/2008;07/01/2010;304;10;08/12/2009;BT;Paid;13/01/2009;876;259;259;0.851974;0;0;0;259;0
479464;79027;8;1111110;31/12/2008;30/12/2009;304;30;21/11/2009;BT;Paid;14/01/2009;1027;249;124.5;0.409539;0;124.5;124.5;124.5;0
